"","42C_A3_R1_44C","42C_A3_R2_44C","A3_F181_R1_44C","A3_F181_R2_44C","A3_F228_R1_44C","A3_F228_R2_44C","A4_F244_R1_44C","A4_F244_R2_44C","A8_F232_R1_44C","A8_F232_R2_44C","A9_F200_R1_44C","A9_F200_R2_44C","A9_F255_R1_44C","A9_F255_R2_44C","A10_F210_R1_44C","A10_F210_R2_44C","A16_F258_R1_44C","A16_F258_R2_44C"
"codA",9.11573052286287,9.08649627483645,9.56659110045753,9.09906052243481,9.47146882652305,9.52848691256769,9.40650972709784,9.63733158639871,9.45396888200393,9.53859339975675,9.16316348993627,9.08946342847285,9.47323477590004,9.50844736864684,9.4984074258248,9.21098575756668,9.69161677885916,9.18114686107013
"codB",6.92002571347247,6.54945881356231,8.70116912462179,7.84399891666673,7.69643941424626,8.4132388196574,8.42795011893275,8.28895665781923,7.94213037725892,8.03955125833681,7.60547471916626,7.42733205707826,8.04470924703177,7.96807454406276,8.15836159494244,8.05911655558376,8.52585478354589,8.07465398771837
"cof",6.21388016752955,6.13616441698402,7.17834273317098,6.88527890594667,6.77663074201722,6.59188135763617,6.44659909276924,6.54787881796653,6.60732075602131,6.41017305337161,7.03289281252243,7.00459671902277,6.69021580149916,6.64116386064843,6.37700189352225,7.30172252482371,7.11726852578786,7.21677380505944
"comR",7.6902217034216,7.673951955844,8.05755312543938,8.1391974840053,8.22995898251818,8.07268642239686,7.88522463790055,7.94060220947958,7.77945979318688,7.83504783978544,7.98100807153344,8.1762180262985,8.14593207992227,7.95481679416621,8.13475988134935,8.12038355409405,7.72749380764367,7.82207420733775
"copA",11.7051638553575,11.7496411364791,11.4708383748456,11.8560877156274,12.1285988659084,12.0153692485313,11.6566068083767,11.83134845555,11.4426913893163,11.455253992862,11.4509319685777,11.6818238206147,11.8705892847102,11.8643708930411,11.5891355171782,11.5222583290162,11.5361299718973,11.553951199646
"corA",9.50113343267186,9.65932058078111,9.48287242468727,9.54875474910294,9.6253372372504,9.83552468997089,9.76141254745145,9.57372752279977,9.46682519485119,9.2683095493642,9.28290285562915,9.75193335179073,9.55058826772412,9.17218790860362,9.34770224693055,9.58965328263312,9.7105260787183,9.69947542281182
"cpdA",9.55064201344325,9.52490004698441,9.31549440396514,9.41085300355132,9.48066547808108,9.25784114938821,9.45975048800177,9.5491335826388,9.66018107559885,9.51662455875281,9.65735909750129,9.48880523183785,9.5681083532044,9.58449950189785,9.40792244446858,9.23330837959848,9.52595469182539,9.68826808884337
"cpdB",9.54890281269605,9.46654379118228,9.63282519295836,9.52722402322966,9.85483373568371,9.93938927345415,9.62673895607275,9.82110616821926,9.50575885638692,9.4190746612245,9.3437596453649,9.6905144698422,9.59166140676319,9.7611154559765,9.60514182682799,9.47257676750846,9.63335400491851,9.35323849212851
"cpoB",10.1074722989391,10.1527520392647,10.5082261917068,10.4773947688506,10.6253242176669,10.7349357405513,10.6972046959372,10.8777553989386,10.5633225639666,10.6245200159879,10.4952122000983,10.1376355502766,10.8383560110268,10.7333186682373,10.2833418719335,10.4379174112223,10.5677790182183,10.3846997986018
"cpsB",5.66339801671314,5.62858879366148,5.85210629922827,5.50161888411343,5.4597041410963,5.11637814032494,5.31745350393446,4.90599823660902,5.3136477220693,5.36099014781875,5.27517474207817,5.36795313418651,5.45226160718018,5.31454362444858,5.47537748451496,5.55262700538036,5.28729483479266,5.75842996868804
"cpsG",5.60748684469855,5.53669703516271,5.85210629922827,5.16516252359944,5.12639789592766,5.75361009504185,4.83055706028802,5.61922452510407,5.37508851224378,5.56871100812521,5.59890943917246,5.11207937436202,5.29307839571025,5.40294419316843,5.30073771723574,5.38976268742832,5.33607569180661,5.1348661727526
"cpxA",9.86488100301925,9.91697490117437,9.58008354643457,9.72930175890897,9.59855493309577,9.67686578158627,9.84381831341679,10.0227041488994,9.84958551305244,9.82326240310731,9.77717998964369,9.57488824112851,9.71546005731461,9.92693397012917,9.55720040013696,9.43455329658784,9.64650624410608,9.47935852261843
"cpxP",9.04591000834919,9.16916069172648,7.43887777468886,8.50084813796284,8.60139534191977,8.87343356295591,8.55660568264308,7.82486550533762,8.30687072414361,7.88673203051823,5.74553571856163,5.33885944209258,8.63477599334576,8.53797018587008,8.37523967199193,8.55232175332338,4.52081425862372,4.94727573290681
"cpxR",10.1204096311428,10.2546636174211,9.88191025071049,9.96310897178455,10.0190913252522,9.92321539527462,10.0210769745862,10.0867533281453,9.8666608301848,9.71419506867006,9.49612947116247,9.68658752807583,9.87240268565426,9.85844317988094,9.72043389836263,9.80982923644853,9.56342120782019,9.67535213564791
"cra",9.49572669736298,9.50240703329864,9.56659110045753,9.8635477065384,9.52578888825033,9.61314138079045,9.64464805525034,9.70122761167019,9.70246142346832,9.71251560588778,9.64568971221508,9.45380404994585,9.43381307066435,9.58235061760742,9.55720040013696,9.35535891781194,9.64432251788421,9.74962806527971
"crcB",6.38353721538846,6.3453840053832,6.31959892908442,6.58085385479907,6.3887366730508,6.35517614278152,6.31557582368371,6.50685801072058,6.27073448504536,6.47630635588975,6.54034446103476,6.67098622319136,6.56689510731481,6.55468424979112,6.2923029957632,6.29037415914602,6.46792248524291,6.33630429620608
"creA",8.15645486850094,8.07633786782738,8.65087660015947,8.63397508139473,8.89638545096655,8.68546120902026,8.45867697710465,8.31255843017644,8.50287999556559,8.56260645738408,8.31941816690767,8.37501032586285,8.77312881090596,8.56653909275631,7.90283601749427,7.9004429683364,8.53532169809187,8.3146340950122
"creB",8.10046664646996,7.96947665636573,7.93663449680685,8.37656719637964,8.58100154957483,8.60344374576257,8.47546816148719,8.48860705270523,8.69554445606487,8.64950103185298,8.23225409177062,8.16495346239551,8.54425376922073,8.4200731810154,8.17001868321114,7.82877593564747,8.56797404104513,8.69371701688471
"creC",7.7153307057157,7.55832402689801,7.24807772222137,7.66694182465625,7.72156134018272,7.84803245948425,7.85469690030811,7.81386582482447,8.15605662499854,8.05024966478284,7.89470171513006,7.61610556223283,7.87039235615257,7.88313039379057,7.60899127142515,7.72201519149768,7.98448418754772,8.31879828916529
"creD",6.30132789616171,6.16598456107791,6.18097429482343,5.71705844262538,6.16352917316377,5.88896171662064,6.25308401154969,6.36063878973239,6.47541585710159,6.39313383849246,6.24073728897168,6.24663465985799,6.2495532025552,6.25729661775844,6.82891810618992,6.45480291606696,6.7741929542015,6.74143283660594
"crl",8.76937048175993,8.58232904847982,8.09569814084893,8.16520710646926,8.77898091555501,9.54809386891268,8.58163267847435,8.03828621088236,8.4346532193445,8.47012798576686,8.77030762891807,8.74620008723733,9.23275876585171,9.11087975432863,8.30299422649396,8.43193089260339,8.07174302056343,8.05480590511462
"crp",11.1503941630975,11.161944758395,11.1338666643046,11.098489117381,11.5354603228094,11.5608109944063,11.1452896205529,11.0674579187816,10.9248837717567,10.9817785195493,11.1983652773414,11.2269051409099,10.9860476728295,10.9574978634704,10.9186293840206,11.0680665444397,10.9996156961618,11.0435046624961
"crr",12.1747377051945,12.0547807429082,12.8104569084013,12.7519779117609,12.4887773617357,12.4308176175373,12.5480098122122,12.5873798488045,12.1556834109331,12.1130140680604,12.2807210734999,12.2734494449409,12.5038518484242,12.3505983880928,12.6261970192442,12.5620767221754,12.488422986672,12.4481038018059
"csdA",9.30693701792131,9.29065028974742,8.84229681184287,9.26637281575673,9.18904250200731,9.25784114938821,9.25927717349934,9.24869680698298,9.29963936006389,9.28761725897138,9.48307325322125,9.1741916997076,9.32559308719561,9.40888542278092,9.13849356148129,9.2443413810921,9.37345356874081,9.31418792337823
"csdE",6.60438695528646,6.60418859888928,6.94588606373393,6.75291460589701,6.91480920282243,6.70260605666256,6.86367507927565,7.00392512877145,7.00830179023161,7.12401527560968,6.92981502767931,6.79447441708043,6.9084463516276,7.17264473038623,7.12292865420647,7.07160778613069,7.17936494684296,7.08522442279919
"csgA",6.6578104957448,6.86762577749596,5.65083095140398,6.33858047273506,5.96070913480063,6.19425301807291,6.54056983896824,6.05036245331765,6.02996506566807,5.84049074446718,6.5013144521594,6.5590512151249,6.05829131942076,6.30085287802027,6.37700189352225,6.33335668265839,6.363329214422,6.30227992179934
"csgD",8.62487004482167,8.60627568388557,7.60716068400626,7.82778896598488,7.37053497075094,7.48948353289454,7.44013212393724,7.2451938320019,7.00830179023161,7.02379293324024,7.50529424975295,7.4829921899743,7.51589418112646,7.53633548848985,7.60899127142515,8.03385891765844,7.55155027823489,7.35358164488509
"csgE",6.35124001820644,6.15115637864558,5.85210629922827,5.66652265052888,4.98952242651965,5.39966653551227,5.21418468324317,5.34995551950598,5.05574245936271,4.78276109615748,5.5460216940937,5.14735322797423,5.45226160718018,5.80101185193416,5.09563611737945,5.76312252034797,5.42805622815411,5.36819148318563
"csgF",6.36748316943999,5.81397509525278,5.41165779364327,5.20347412321915,5.323007699386,5.19394364374265,5.21418468324317,4.85488354790034,5.00171303567724,4.90351095796985,5.13161766053286,5.24704275218809,5.25852506091034,5.33726239785783,4.84325707913015,4.84220496457795,5.23640610204641,5.21795812406669
"csgG",8.02225119795944,7.84955677157216,7.55323749754545,7.4149846043185,7.030593977846,6.95132525663996,6.8533284238506,6.67650589151402,6.7634650913511,6.59981653677266,7.37642117593567,7.07093173393817,7.39914831296582,7.30445487327464,7.04860497030919,7.16816698124645,6.99815178099372,7.32891076595872
"csgI",5.42307672464309,5.07842207729265,4.70162681774799,4.79757900676374,5.16850227699907,5.23083342911801,5.24963099112275,5.12975543965837,5.45242955029918,5.53642234620276,5.20563681286596,4.99893732995107,5.10893882365614,5.19386074530911,5.09563611737945,5.55262700538036,4.94057729031559,5.40296652318183
"csiE",6.38353721538846,6.15115637864558,5.41165779364327,5.90157395256748,5.72130550332168,5.65485231817357,5.70906397079182,6.12568544254388,6.2906512290249,5.9753206912371,5.97774781093076,6.10834193338228,6.26567894049628,5.87654627700734,6.10534773623887,6.41549498815788,6.01921969239471,6.19482554302892
"cspA",5.16509116552712,5.24166508760023,6.76654847710138,5.9439251528123,5.69475976210165,5.86735018182631,7.74242202123115,8.21990142252955,8.38127274519962,8.08707880673222,9.48798320017174,6.26116912098074,7.19152752650968,8.55342385848595,6.33530399715993,5.47388090013077,7.59760490279258,7.66052700088447
"cspC",8.23654887390862,8.12139404842653,8.30547523096949,7.64858644392698,8.05846910579664,7.38380235490188,7.33317650643447,6.50685801072058,6.75641085776213,7.19842561408947,7.78697618170257,7.4769137540025,7.68955432409891,7.33558574659823,7.17040056006053,7.14463566615286,7.37226516225085,7.45581778259243
"cspD",8.12873340945002,8.09151412908287,7.10500980883424,7.80588668265502,8.27299883304837,7.5558304582923,7.39830685027183,6.57456970655699,7.11097475235395,7.19842561408947,6.68638051405187,7.49507203707669,7.3181780462378,7.04634657617808,7.55654388016467,7.73776228472086,7.06555892242571,7.15252097592955
"cspE",9.06794263093072,8.81015233657444,10.3200619204536,9.92309119656128,10.8066145771554,9.83552468997089,10.0313226030469,9.79624352461986,9.45504463080159,10.1146546634222,10.3977213152182,9.27703196826637,10.0449708101623,9.9760440260829,10.4970504992232,10.5286752091264,10.1389581464354,10.2988937298226
"csqR",8.02726644263676,8.11769286229291,8.81971498201133,8.63087033790422,8.76398587166068,8.53625692079916,8.51822996361606,8.24465429663461,8.55803290902317,8.5400378646926,8.20861914121963,8.41357634277896,8.51824679079291,8.49288006982956,8.58991587684919,8.58742669471279,8.58174432298782,8.73166782235986
"csrA",7.23992014388564,6.90277456201146,7.75771918131946,7.6299926756479,7.73395902198055,7.17127086661885,7.48742870684226,6.7715242297994,6.8586814854436,6.79273472447106,7.08610769692638,7.13430232030279,7.070627079176,6.85826459391156,7.17040056006053,7.36408004563128,7.02550063964388,7.0351232050778
"csrD",9.30074900584565,9.34381088171512,9.06981259250001,9.32898004726007,9.2310701179601,9.01170707988901,9.08656679875614,9.04091963192203,9.37886821097794,9.38468252478628,9.2696568142089,9.30804053173275,8.90437570901603,8.98146917006281,9.38313565973692,9.46787831189637,9.05944526669882,9.38730384347263
"cstA",8.68632213475622,8.57695304652333,8.27256970619013,8.20335979472568,8.86300225964352,9.04889348227417,8.70348303625861,8.66084570745551,9.33746643715084,9.31000600807138,8.4859069895628,8.22764941854182,9.35341914511748,9.50504799296567,8.75366329553589,8.8627911963143,8.67889255448248,8.70965156284512
"cueO",9.7784743756947,9.72999273910158,9.78037825610038,9.63179985522134,10.4979918357972,10.7356482669392,10.4514982742946,10.6290908169923,10.1852097614593,10.1707677291451,9.95434838969463,10.0648846377239,10.0675406899937,10.0702821511679,9.99360137228466,10.0361368337575,10.0041256393964,9.85504311802227
"cueR",7.04485641481829,7.08187245476926,6.02659886871444,6.74130094956776,6.63680756647406,6.42908630105587,6.66468816722751,6.73664172226521,6.87177333383779,6.84951129485339,6.40573591791573,6.78458834879316,6.65434777835086,6.4814160525986,6.82891810618992,6.53022681033883,6.7741929542015,6.63717933424617
"curA",6.49098143069256,6.7274082273048,6.56092671817106,6.24179525492421,6.48143131341274,6.29305464699208,6.43263967615377,6.47882257945137,6.12253818910553,6.19029121559225,6.30305259609635,6.34528229277,6.41730945306938,5.9755240296254,6.41747650628204,5.94418298595145,6.15232869322459,6.0576990414914
"cusA",11.6823469319094,11.5029648194422,12.3609033737377,12.8995840731728,12.1575506494082,12.2558630105947,12.1642814922623,12.3274349011331,12.7331110581579,12.6413156073991,12.1161029564258,12.2940239323669,12.3720404797728,12.3340945549342,12.5844188357822,12.4605218164462,12.3725255238705,12.3580428484172
"cusB",11.4486995545284,11.1366150767327,11.8727183526593,12.3815106098015,11.8440716681593,11.950256856408,11.8178432895228,12.1662139524012,12.2845271049952,12.2409737634206,11.6516513071289,11.9275506938566,11.9336772073352,11.9497611002692,12.1152470335092,11.9317049418948,11.7981438572971,11.7324782121715
"cusC",11.8470472124328,11.6837158229,12.0624582427002,13.033626847927,12.6906405430305,12.3287406452658,12.4340198951039,12.7103787109189,12.7665212991544,12.8653507741345,12.4716428853165,12.1855375368848,12.3954200214023,12.5731407964024,13.0281475547118,12.9339545979945,12.8572047414156,13.0836553481996
"cusF",9.4939199373931,9.10341281442964,10.4797210633456,10.7517743757077,10.2940584750046,10.2716376734539,10.1310234560473,10.1349193017997,9.97335438081056,10.0275179461205,9.78384931543649,9.90622727221971,9.91160501237214,9.87872137804072,10.2563049778464,10.2967209025969,9.79759836280343,9.7966047873082
"cusR",9.97776251895474,10.0566583792733,9.68370565567015,10.3177746278309,10.1812783883719,9.92945760139839,10.1962195941423,10.0533366760255,10.2367753081333,10.2591200718533,10.1824440049558,10.0322514464169,9.93879341133941,10.2836692988442,10.3487967168418,10.430693677357,10.2130164860292,10.4806104768679
"cusS",9.55411413418499,9.54292072835991,9.05055137800623,9.61619670190493,9.27825047974154,9.35381359091629,9.67691464794644,9.62326329888415,10.1457882308861,10.1184642195832,9.92930174469516,9.62772885834127,9.78384909430939,9.86110438809998,9.70451729164006,9.74529274786221,9.86478438248017,9.91120540172763
"cutA",6.49098143069256,6.3582591145823,6.31959892908442,6.15555504094253,6.67634479887671,6.08771852311315,6.33076420812045,6.17954842563945,6.14472330853928,6.24865461420284,6.22470481187358,6.28978333708937,6.14858090156557,6.15390236883378,5.82799152047984,6.20014024006748,6.34142518293791,5.92790589154474
"cutC",8.65430605859341,8.64275196181032,8.23889357124663,8.42757468107089,8.33116935367443,8.27478876139424,8.298027475755,8.42868954839576,8.23594925636042,8.07403366395413,8.61729046804648,8.62001668532699,8.3770437589132,8.25699086673034,8.26002110007148,8.43193089260339,8.46275385159046,8.50935324894417
"cvpA",9.8034863835024,9.81799971883763,10.0070418972833,10.4868616916423,10.4378938977224,10.4314614859182,10.4335858223215,9.95817063078391,9.88273720698291,9.94052659319797,10.1247775304497,10.0789327191994,10.3271219141052,10.2318384590944,10.4015725847573,10.2509717131251,10.3371631403834,10.3062424468795
"cvrA",8.35688252464887,8.09151412908287,7.93663449680685,7.9967579202406,7.98784185737057,8.01738453776478,8.35359458407074,8.61731329889831,8.53785146929814,8.57560990532948,8.75680296895182,8.12287785360851,8.20830239512233,8.35855046168758,8.36513839270714,8.54341010994317,8.48735191758417,8.59764898642467
"cyaA",12.2040340063699,12.2022431695257,11.9212193788164,12.0976579138767,12.0972620828842,12.1733336185593,12.2309832765274,12.429525288213,12.1745761149292,12.0991052322287,12.3551406028438,12.1302429727542,12.1192912766339,12.155411402502,12.1978472517138,12.2072334311424,12.4109178666475,12.4265918426149
"cyaY",6.8185871614967,6.59341305670524,7.31455559682502,7.20440075020333,7.32196925359869,7.31642088318533,7.19324261236409,7.05180986920245,6.94168526204952,6.94512666213134,7.10341139837159,6.72376585299015,6.86742193329122,6.98200766718924,7.07381465424996,7.07160778613069,7.28473170920779,7.37783299995791
"cybB",9.44986424901291,9.39355355326397,9.16243677021909,9.49516616675455,9.10588559533026,9.32379192973315,9.60403518891915,9.57697524735357,9.21833826139637,9.26258124440493,9.50584462888876,9.59458183258345,9.57600219536593,9.52979260971267,9.51675423061892,9.78737996578825,9.06272040463759,9.16967724988778
"cybC",5.86555429432901,5.65055661035657,6.76654847710138,5.92291851940254,6.33994852905671,6.57901920580545,6.41853806323135,6.46458965301555,6.19865027384711,6.21978485259559,6.31819891230044,6.05892137893678,6.09513417301227,6.05488197604847,6.2923029957632,6.24600130124618,6.01921969239471,5.83375512896504
"cycA",9.79323980399088,9.82933841850085,9.37863019559502,9.61933086869547,9.70125042568077,9.95660681083539,9.77908564482014,9.74951797065995,9.9041599009184,9.85937762616814,9.91600639468492,9.83587797977901,9.85174446885267,9.78279883099074,9.46099823778674,9.49121896218541,9.57722391115151,9.41282130373458
"cydA",13.1877271056176,13.1108122874054,14.0895720140252,13.7878370573483,12.8781687522472,11.8175756896147,13.6593370953897,13.8967524861527,13.2319832564179,13.1258687798027,12.9449853895222,13.1338419205921,11.2326374178583,11.1769751372688,13.5000157899202,13.1417541566347,13.8283527975139,13.6759817132671
"cydB",12.4397248866809,12.4056457069073,13.3127558987782,12.9511650300543,11.7295808379265,11.0396164723213,12.8573929702344,13.0563924296352,12.405585381347,12.3383659008551,12.2190790993392,12.3591910217075,10.610658275351,10.5530758251335,12.5756973502447,12.3019835535803,12.9748112671606,12.7955720321044
"cydC",10.0172860790934,10.0244657193477,9.68370565567015,9.9948251684344,9.82626367359781,9.97724120572695,10.1075440893479,10.3532759896134,10.1839129224555,10.1279443201356,10.0303487537875,10.1036832250536,9.97863849664588,10.0003882609746,10.0638974021545,10.157795311259,10.1060165704836,10.0539981201366
"cydD",9.11573052286287,9.22861758952624,9.7207214566237,9.11024550124409,9.1247839577311,9.15288729335449,9.32554874848286,9.41037301831669,9.3079992645438,9.22890054642515,9.09613176229365,9.24712066518499,9.09887744385588,8.97000447289813,9.24688998783308,9.42003192646565,9.22644393674557,9.0571523582275
"cynR",7.8573933241664,7.90648225499519,7.55323749754545,7.72063729142252,7.49978891916252,7.91516500555469,7.97309445699457,8.24055829739899,8.22840887879273,8.22089983083985,7.98565404854306,7.8454182007038,7.71272861988653,8.02942920710027,7.4834808985155,7.62371412788188,7.50396304862276,8.06971761737475
"cynS",5.79337483471808,5.81397509525278,3.63308650754326,5.24054905978731,5.42694554422469,5.33498019671393,5.21418468324317,5.0011811202118,5.37508851224378,5.58454950167764,4.87379346649672,5.57867925071133,4.7279065450656,5.50510542324897,5.7647904740795,5.47388090013077,5.12735474193223,5.0909056597944
"cynT",4.98645277565771,5.14657251081051,5.11323293671253,4.90230753787791,5.2091011940285,4.94265249282845,4.83055706028802,4.74392286980105,4.82054806037489,4.75007344179013,5.05236159536147,4.87229643459288,4.78423798095493,4.72309041425032,5.20276442258004,5.20144797388567,4.94057729031559,4.78048761238141
"cynX",6.04074869869795,5.9763052198763,5.65083095140398,5.50161888411343,5.72130550332168,5.62892744770819,5.90923086126327,5.90742834637189,5.99353839739375,5.77432361517544,5.89795720549504,5.67206864172609,5.39108392354318,5.70419249660494,5.69835816700597,6.10350399619158,6.20211276163245,5.70567382591576
"cyoA",12.0637491070101,11.8331019724884,9.9869261014807,9.13674052401589,11.3141861127891,12.9443509140018,10.6893188846582,10.8572039613742,11.1454361490578,11.1024074255886,11.7255533163973,11.641829932585,12.5088076275761,12.5350479937693,10.5199641986908,11.0773475051712,9.85914665883008,9.46629446364723
"cyoB",12.9440992705988,12.7780371229984,10.6746536420984,10.6687606642883,12.6682829005598,13.6829220366043,11.4679498634382,11.5051481057523,11.9244529571338,11.8150550403531,12.4046511491418,12.4663106457817,13.1951978123199,13.2634982256189,11.642311461484,11.9093599295598,10.8012670417658,10.2420041903985
"cyoC",10.0008433493125,9.85619301003692,7.37807042417384,8.30821116574489,10.0844822955256,10.4773417501984,8.44168756218316,8.24055829739899,8.88314624393613,8.86451384205854,9.45826953867124,9.57347121003498,10.2423748295234,10.2352612347949,8.93520415249992,8.87704292786548,7.89894122730784,7.33718191235618
"cyoD",7.86301778311839,7.7088669535793,6.31959892908442,6.61954667127669,8.24300674492578,8.67360133118364,7.04710294973257,6.42099239375793,6.59943252606252,6.83083891335377,7.39755892510518,7.30217563693777,8.04014225079953,7.96807454406276,6.85832165715483,6.85617998850516,5.70490681585558,5.75842996868804
"cyoE",10.0471580144343,10.0815257106612,8.81971498201133,9.1649042850266,10.9485542516188,11.1802477004835,9.07780286100001,9.02673420459868,9.13888685989319,9.10376450667706,9.79709614426637,9.80963985731759,10.5194713453947,10.4288442272859,9.47982415452922,9.51873796322172,8.69164639379546,8.32295046223555
